Имя,Дата защиты,Ученая степень,Научный руководитель:,Официальные оппоненты:,Работа выполнена в:,Ведущая организация:,Диссертационный совет:,Научный консультант:,Научный руководитель / консультант:,Работа выполнена:,Дата защиты:,Работа выполнена в,Работа выполнена на:,V1,"Работа
выполнена в:","Работа выполнена
в:","Ведущая
организация:",Работа выполнена на,Научные руководители:,Научный консультант,Работа выполнена,"Ведущая 
 организация:","Научный
руководитель:",Научные консультанты:,Научный руководитель,Официальные оппоненты,"Организация, где выполнена работа",Ведущая организация,Диссертация защищена,  Фото,Тамбовский государственный университет им. Г.Р. Державина,Диссертационный совет: 12.10.419,Фото,"Организация, где выполнена диссертация",V2
Маринюк Андрей Александрович, 26 мая 2012 года, доктор исторических наук,,,Московский государственный гуманитарный университет им. М.А. Шолохова (МГГУ),,ДМ 212.009.08 при Астраханском государственном университете,Пелих Алексей Леонидович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марихин Сергей Васильевич, 20 марта 2012 года, доктор педагогических наук,,"Ефремов Олег Юрьевич,
Литвиненко Сергей Викторович, Щеголев Валерий Александрович",Санкт-Петербургском университете Государственной противопожарной службы  МЧС России,Военно-морская академия им. Н.Г. Кузнецова,205.003.03 при Санкт-Петербургском университете Государственной противопожарной службы МЧС,Винокурова Надежда Георгиевна,,,,,,,,,,,,,,,,,,,,,,,,,,,
Маркина Светлана Александровна, 13 октября 2007 года, кандидат экономических наук,Давыдова Лариса Владимировна,"Никитин Святослав Аркадьевич,
Ильминская Светлана Александровна",Орловском государственном техническом университете,Курская государственная сельскохозяйственная академия,212.182.04 в Орловском государственном техническом университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марков Анатолий Аркадьевич, 2010 год, кандидат исторических наук,Кобринский Александр Львович,"",РГСУ,"",212.154.01  МПГУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марковчин Владимир Викторович, 17 февраля 2011 года, кандидат исторических наук,Пашин Василий Петрович,"Коровин Владимир Викторович,
Авдеев Валерий Александрович",Юго-Западный государственный университет,Российский Государственный Гуманитарный Университет РГГУ,212.105.05 Юго-Западный государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марсунов Савр Николаевич, 20 мая 2014 года, кандидат педагогических наук,Вершинин Михаил Александрович,"Карпов Владимир Юрьевич,
Поткин Владимир Алексеевич",Калмыцком государственном университете,Уральский государственный университет физической культуры,311.011.01 при Волгоградской государственной академии физической культуры,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мартазанов Абдулмажит Кадирович, 9 октября 2007 года, кандидат экономических наук,"Пономарев Александр Иванович, Богатырев Магомед Ахметович","Клюкович Зинаида Александровна, Белоусов Виталий Михайлович",Северо-Кавказская академия государственной службы,Ростовский государственный экономический университет (РИНХ),502.008.02 Северо-Кавказская академия государственной службы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мартыненко Марина Валентиновна, 21 июня 2003 года, кандидат педагогических наук,Шаповалов Валерий Кириллович,"Намчук Виктор Петрович,
Яшуткин Вячеслав Анатольевич",Северо-Кавказском государственном техническом университете,"Дагестанский государственный

педагогический университет",212.245.01 в Северо-Кавказском государственном техническом университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мартынов Сергей Александрович, 28 января 2012 года, кандидат юридических наук,Комаров Сергей Александрович,"Вороненков Денис Николаевич, Мартьянов Геннадий Александрович",на кафедре теории и истории государства и права НОУ ВПО «Юридический институт» (Санкт-Петербург),Московский гуманитарный университет,521.073.01 при Юридическом институте (Санкт-Петербург),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мартьянов Геннадий Александрович, 3 июля 2010 года, кандидат юридических наук,Комаров Сергей Александрович,"Исаков Владимир Борисович,
Прокопович Галина Алексеевна",Юридическом институте (Санкт-Петербург),Академия труда и социальных отношений,521.073.01 в Юридическом институте (Санкт-Петербург),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марусенко Ирина Анатольевна, 22 марта 2012 года, кандидат экономических наук,Вукович Галина Григорьевна,"Кизим Анатолий Александрович,
Деружинский Григорий Викторович",Алтайская академия экономики и права (институт),Алтайский государственный университет,212.101.05 Кубанский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марутин Андрей Геннадьевич, 25 июня 2011 года, кандидат юридических наук,Брылев Виктор Иванович,"Подшибякин Александр Сергеевич,
Сокол Валерий Юрьевич",Кубанский государственный университет,Академия Федеральной службы безопасности Российской Федерации,212.101.02 Кубанский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Марьяновский Борис Моисеевич, 2005 год, кандидат медицинских наук,"проф. Астахов П. В., Василенко И. А.","",Московском областном научно-исследовательском клиническом институте им. М.Ф. Владимирского,"",Московского областного научно-исследовательского клинического института,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Масаев Виктор Николаевич, 13 декабря 2011 года, кандидат педагогических наук,Иванова Марина Аркадьевна,"Болотин Александр Эдуардович, Дудус Александр Николаевич",Санкт-Петербургском университете Государственной противопожарной службы МЧС России,Российский Государственный педагогический университет имени А.И. Герцена,205.003.03 при Санкт-Петербургском университете Государственной противопожарной службы МЧС России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Масаева Татьяна Владимировна, 20 декабря 2011 года, кандидат педагогических наук,Иванова Марина Аркадьевна,"Болотин Александр Эдуардович, Дудус Александр Николаевич",Санкт-Петербургский университет Государственной противопожарной службы МЧС России,Северо-Западная академия государственной службы,205.003.03 при Санкт-Петербургском университете Государственной противопожарной службы МЧС России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Маслов Денис Николаевич, 28 июня 2010 года, кандидат юридических наук,Чибинёв Вячеслав Михайлович,"Оганесян Степан Мхитарович,
Ахмедов Чингиз Нариман Оглы",ФИНЭК,Читинский государственный университет,212.219.06  ФИНЭК,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Масловский Александр Павлович, 25 июня 2013 года, кандидат экономических наук,Васильцова Вероника Михайловна,"Буренина Ирина Валерьевна,
Искрицкая Наталья Ивановна","Национальный минерально-сырьевой университет ""Горный""",Росснйский государственный университет нефти и газа имени И.М.Губкииа,"212.224.05 Национальный минерально-сырьевой университет ""Горный""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Масянова Наталья Николаевна, 18 января 2004 года, кандидат экономических наук,"доктор экономических наук,
профессор Столяров И.И.","Дунаев Э.П., Букреев В.В.",,МАТИ,Д 501.001.12 при МГУ,,,факультет государственного управления МГУ им М.В. Ломоносова,,,,,,,,,,,,,,,,,,,,,,,,,
Матвеев Владимир Владимирович, 30 мая 2012, доктор экономических наук,,"Шевченко Борис Иванович,
доктор экономических наук, профессор
ФГБОУ ВПО «Российский государственный
гуманитарный университет»,
 Ваславская Ирина Юрьевна,
доктор экономических наук, профессор,
ведущий научный сотрудник
Института экономики РАН,
 Савенкова Елена Викторовна,
доктор экономических наук, доцент,
заместитель генерального директора по
экономике ООО «Интер Престиж ЛТД»",,"ФГБОУ ВПО «Российский университет
                                                           дружбы народов»",Д 212.040.02 при ФГБОУ ВПО «Всероссийский заочный финансово-экономический институт»,,,на кафедре экономики предприятия и предпринимательства ФГБОУ ВПО «Всероссийский заочный финансово-экономический институт»,,,,,,,,,,,,,,,,,,,,,,,,,
Матвеев Николай Алексеевич, 2011 год, кандидат педагогических наук,Алексеик Евгений Борисович,"",Санкт-Петербургский университет ГПС МЧС России,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Матвеев Роман Иванович, 9 июля 2011, доктор экономических наук,,"Арженовский Сергей Валентинович, Наталуха Игорь Анатольевич, Попова Елена Витальевна",НОУ ВПО «Кисловодский институт экономики и права»,Ставропольский государственный университет,521.002.01 Кисловодский институт экономики и права,Курдюков Сергей Иванович (член Экспертного Совета ВАК),,,,,,,,,,,,,,,,,,,,,,,,,,,
Матиенко Виктор Андреевич, 8 июня 2006 года, кандидат юридических наук,Андриашин Христофор Александрович,"Чаадаев Сергей Григорьевич,
Комахин Борис Николаевич",Всероссийской государственной налоговой академии,Академия народного хозяйства при Правительстве Российской Федерации,226.003.02 при Всероссийской государственной налоговой академии,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Матросов Вячеслав Владимирович, 6 марта 2003 года, кандидат экономических наук,Бузырев Вячеслав Васильевич,"Шатрова Елена Викторовна,Федосеев Игорь Васильевич",Тюменская государственная архитектурно-строительная академия,Санкт-Петербургский государственный архитектурно-строительный университет,"212.219.01 ""ИНЖЭКОН""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Маури Андрей Альбертович, 27 июня 2013 года, доктор педагогических наук,,"Леванова Елена Александровна,
Новикова Галина Павловна, Захарищева Марина Алексеевна",Вятский социально-экономический институт,Марийский государственный университет,212.136.06 «Московский государственный гуманитарный университет им. М. Шолохова,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
Махмудова Таира Азер кызы, 25 июня 2008 года, кандидат экономических наук,Толчёнкин Юрий Александрович,"Шаховой Виктор Алексеевич,
Читипаховян Петр Степанович",Академия труда и социальных отношений,Российский государственный университет нефти и газа им. И М.Губкина.,602.001.02 Академия труда и социальных отношений,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Машина Светлана Викторовна, 30 июня 2010 года, кандидат экономических наук,Башмачникова Елена Валентиновна,"Нечитайло Александр Анатольевич,
Старчикова Наталья Глебовна",Поволжский государственный университет сервиса,Южно-Российский государственный университет экономики и сервиса,212.290.01 Уфимская государственная академия экономики и сервиса,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Машкина Наталья Алексеевна, 2003 год, кандидат экономических наук,Ванин Дмитрий Ефимович,"Гуров Владимир Иванович,
Чехонадских Дмитрий Петрович",Курской государственной сельскохозяйственной академии,Орловский государственный аграрный университет,220.040.02 при Курской государственной сельскохозяйственной академии,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Медведев Михаил Анатольевич, 2004, кандидат юридических наук,"Аврутин Юрий Ефремович,",,Северо-Западная академия государственной службы РАГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мединский Владимир Ростиславович, 13.11.1997, кандидат политических наук,Проскурин Сергей Алексеевич,"Капустин Борис Гурьевич,
Мотин Юрий Николаевич",Российская академия государственной службы при Президенте Российской Федерации РАНХиГС,,Д 151.04.08 Российская академия государственной службы при Президенте Российской Федерации РАНХиГС,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мединский Владимир Ростиславович, 29.02.2000, доктор политических наук,,"Смульский С.В., Краснов Б.И., Пляйс Я.А.",Российская академия государственной службы при Президенте Российской Федерации РАНХиГС,Дипломатическая академия МИД,151.04.08 РАГС,Проскурин С.А.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мезенцева Татьяна Алексеевна, 29 ноября 2008 года, кандидат экономических наук,Акинин Петр Викторович,"Слепаков Сергей Семенович,
Ракута Наталья Васильевна",Ставропольский государственный университет,Кубанский государственный университет,212.248.04 Сев.-Осет. гос. ун-т им. К.Л. Хетагурова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Меламуд Вадим Эмильевич, 2005, доктор педагогических наук,,,Институте информатизации образования РАО,,,Роберт И. В.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мельников Михаил Сергеевич, 15 ноября 2006, кандидат экономических наук,"доктор экономических наук, профессорУколов Владимир Федорович","доктор экономических наук, профессорГлазырин Михаил Васильевич - кандидат экономических наук, доцент Погребняк Дмитрий Александрович",,"Московский государственный университет
экономики, статистики и информатики (МЭСИ)",Д 502.006.08 по экономическим наукам в Российской академии государственной службы при Президенте Российской Федерации,,,"кафедра общего и специального менеджмента Российской академии государственной службы при Президенте Российской
Федерации",,,,,,,,,,,,,,,,,,,,,,,,,
Мельников Сергей Дмитриевич, 25 сентября 2008 года, кандидат экономических наук,Цветков Валерий Анатольевич,"Ерзнкян Баграт Айкович,
Иванов Владимир Николаевич",Институте проблем рынка РАН,Институт экономики РАН,002.138.01 при Институте проблем рынка РАН,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мелюхин Георгий Михайлович, 30 июня 2008 года, кандидат философских наук,Ахтямова Галия Энверовна,"Кузнецов Владимир Юрьевич,
Васильева Лариса Геннадьевна",Чувашский государственный университет им. И.Н. Ульянова,Московский государственный университет технологий и управления,212.301.04 Чувашский государственный университет им. И.Н. Ульянова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мерзликина Анна Юрьевна, 15 декабря 2010, кандидат педагогических наук,Флоря Вера Ильинична,"Аронов Аркадий Алексеевич,
Монастырский Денис Викторович",Моск. гос. ун-т культуры и искусств,Орловский государственный инс-т искусств и культуры,210.010.03 Моск. гос. ун-т культуры и искусств,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Меркушкин Алексей Николаевич, 27 февраля 2004, кандидат экономических наук,Сульповар Лев Борисович,"Шаховой Виктор Алексеевич,
Воронова Татьяна Андреевна",Российской экономической академии имени Г.В. Плеханова,Государственный университет управления,212.196.05 при Российской экономической академии имени Г.В. Плеханова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мехедова Вера Вячеславовна, 2 июня 2005 года, кандидат юридических наук,Ведяхин Владимир Михайлович,"Мордовец Александр Сергеевич,
Блажко Петр Корнеевич",Самарская государственная экономическая академия,Самарский юридический институт Министерства юстиции Российской Федерации,212.081.01 Казан. гос. ун-т им. В.И. Ульянова-Ленина,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мешкова Светлана Викторовна, 25 апреля 2006 года, кандидат экономических наук,Пыткин Александр Николаевич,"Осипов Анатолий Константинович, Давыдова Надежда Станиславовна",Пермском филиале Института экономики УроРАН,Уральский государственный университет им. A.M. Горького,ДМ 212.275.04 Удмуртский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мжачих Татьяна Евгеньевна, 24 июня 2010 года, кандидат социологических наук,Исправникова Наталия Револьдовна,"Философова  Татьяна Георгиевна,
Фомин Анатолий Валентинович",Институт экономики РАН,Российский государственный институт интеллектуальной собственности,Д 501.001.03 в МГУ им. М.В. Ломоносова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мидленко Илья Иванович, 13 ноября 2009 года, кандидат медицинских наук,Чарышкин Алексей Леонидович,"Островский Владислав Казимирович,
Власов Алексей Петрович",Ульяновский государственный университет,Нижегородская государственная медицинская академия,212.278.06 Ульяновский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мидленко Олег Владимирович, октябрь 2010, доктор медицинских наук,,"Островский Владислав Казимирович,
Власов Алексей Петрович, Блувштейн Григорий Аврамович","Государственное образовательное учреждение высшего профессионального образования ""Ульяновский государственный университет""","ГОУ ВПО ""Нижегородская гоударственная медицинская академия Росздрава""","Д 212.278.06 ГОУ ВПО ""Ульяновский государственный университет""",Чарышкин Алексей Леонидович,,,,,,,,,,,,,,,,,,,,,,,,,,,
Минаев Александр Валерьевич, 23 декабря 2010 года, кандидат экономических наук,Филькевич Игорь Александрович,"Авдокушин  Евгений Федорович,
Федосеева  Галина  Анатольевна",Дипломатическая академия МИД РФ,Всероссийский научно-исследовательский конъюнктурный институт,Д.209.001.02  Дипломатическая академия МИД РФ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Минаев Валерий Владимирович, 2001 год, доктор экономических наук,,"",Российский государственный гуманитарный университет (РГГУ),"",Военный университет,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
Минажетдинов Ринат Хайдярович, 29 ноября 2006, кандидат юридических наук,Енгибарян Роберт Вачаганович,"Краснов Юрий Константинович, Борзунова Ольга Александровна",,Российская академия государственной службы при Президенте Российской Федерации,209.002.01 МГИМО,,,на кафедре государственного управления и права Международного института управления МГИМО,,,,,,,,,,,,,,,,,,,,,,,,,
Минкин Денис Юрьевич, 21 декабря 2006 года, доктор технических наук,,"Таранцев Александр Алексеевич,
Кобзев Валентин Васильевич, Копкин Евгений Вениаминович",Санкт-Петербургском университете Государственной противопожарной службы МЧС России,Военно-морской институт радиоэлектроники им А С Попова,205.003.02 при Санкт-Петербургском университете Государственной противопожарной службы МЧС России,Артамонов Владимир Сергеевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миннеханова Елена Вячеславовна, 24 декабря 2011, кандидат экономических наук,Хамидуллин Фарид Фильзович,"Вагизова Венера Ильдусовна, Царегородцев Евгений Иванович",,Удмуртский государственный университет,521.015.01 Университет управления «ТИСБИ»,,,на кафедре финансового менеджмента НОУ ВПО «Университет управления «ТИСБИ»,,,,,,,,,,,,,,,,,,,,,,,,,
Миняева Наталья Михайловна, 27 декабря 2011 года, доктор педагогических наук,"","Борытко Николай Михайлович,
Вазина Кима Яковлевна, Бездухов Владимир Петрович",Оренбургский государственный университет,Башкирский государственный педагогический университет им. М. Акмуллы,212.181.01 Оренбургский государственный университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миракилова Нигина Тулкиновна, 16 января 2010 года, кандидат экономических наук,Пириев Джалил Сафарович,"Мадаминов Абдурахим Асрорович,
Рахимов Джамшед Одинаевич",Институт экономики Таджикистана,"Центр стратегических исследований при
Президенте Республики Таджикистан",050.005.01 при Институте экономики сельского хозяйства Таджикской академии сельскохозяйственных наук,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миргалеева Ирина Викторовна, 26 ноября 2004 года, кандидат экономических наук,Бодров Олег Германович,"Яковлев Георгий Ермолаевич,
Ларионова Нина Ивановна","""Институт экономики и права"" (г. Казань)",Казанская государственная сельскохозяйственная академия,212.115.01 Марийский государственный технический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Миргалеева Ирина Викторовна, 23 апреля 2010 года, доктор экономических наук,,"Елагин Владимир Иссакович,
Сабитова Надия Михайловна, Швецов Николай Михайлович","""Институт экономики и права"" (г. Казань)","Волгоградский государственный

университет",212.115.05 Марийский государственный технический университет,Хамидуллина Гульнара Рафкатовна,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мирзоева Кибриё Караевна, 6 марта 2010 года, кандидат педагогических наук,Шукуров Тагайбобо Абдуалимович,"Бобоев Тошбой Бобоевич,
Осокин Алексей Рудольфович",Курган-Тюбинском государственном университете имени Носира Хусрава,Кулябский государственный университет им. А.Рудаки,737.016.01 в Курган-Тюбинском государственном университете имени Носира Хусрава,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мировский Эдуард Леонидович, 13 апреля 2005 года, кандидат юридических наук,Солодовников Сергей Александрович,"Дашков Геннадий Владимирович,
Кутьин Александр Диевич",Московский университет МВД России,Всероссийский научно-исследовательский институт МВД России,203.019.03 Московский университет МВД России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мироненко Константин Александрович, 27 апреля 2012 года, кандидат исторических наук,Третьяков Александр Викторович,"Фурсов Владимир Николаевич,
Щедрина Юлия Владимировна",Курском государственном университете,Белгородский государственный национальный исследовательский университет,212.104.04 в Курском государственном университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мироненко Юрий Дмитриевич, 2002 год, кандидата педагогических наук,Ерошина Вера Ивановна,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мирошкин Павел Петрович, 26 декабря 2000 года, кандидат экономических наук,Гаврилов Александр Иванович,"Панов Александр Иванович,
Сокольников Геннадий Николаевич",Волго-Вятской академии государственной службы,Волжская государственная академия водного транспорта,151.16.01 в Волго-Вятской академии государственной службы,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Митволь Олег Львович, 2002 , кандидат исторических наук,,,,,Д 212.154.01 при МПГУ,,Данилов Александр Анатольевич,МПГУ,,,,,,,,,,,,,,,,,,,,,,,,,
Митволь Олег Львович, 2004, доктор исторических наук,,,,,Д 212.154.01 при МПГУ,Данилов Александр Анатольевич,,МПГУ,,,,,,,,,,,,,,,,,,,,,,,,,
Митенкова Татьяна Александровна, 24 декабря 2014 года, кандидат экономических наук,Коваленко Николай Яковлевич,"Семенова Елена Ивановна,
Петрушина Оксана Михайловна",ФГБОУ ВПО РГАУ-МСХА имени К.А. Тимирязева,Всероссийский научно-исследовательский институт экономики сельского хозяйств,006.032.01  ВНИОПТУСХ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Митницкая Екатерина Васильевна, 13 ноября 2007 года, кандидат исторических наук,Данилов Александр Анатольевич,"Давыдов Станислав Геннадьевич,
Федоров Юрий Владимирович",Московский государственный педагогический университет,Московский государственный гуманитарный университет им М А Шолохова,"212.154.01 при МПГУ (""Даниловский"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Митр Виктор Евгеньевич, 20 мая 2005, кандидат экономических наук,Стерликов Федор Федорович,"доктор экономических наук,

профессор	Саркисов Аведик Сергеевич

кандидат экономических наук Эмануэль Иван Вадимович",,Институт международного права и экономики имени A.C. Грибоедова,Д212.198.01 в Российском Государственном Гуманитарном Университете,,,"на кафедре основ экономической теории
Московского государственного института электроники и математики
(Технический университет)",,,,,,,,,,,,,,,,,,,,,,,,,
Михайленко Ольга Ивановна, 2005 года, кандидат психологических наук,"Варфоломеева Любовь Евгеньевна, Кузьмина Нина Васильевна","",Кабардино-Балкарский государственный. университет им. Х.М. Бербекова,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлов Василий Васильевич, 4 ноября 2004 года, кандидат экономических наук,Долгий Владимир Иванович,"Жданов Сергей Александрович,
Кабанцева Наталья Гавриловна",Саратовском государственном социально-экономическом университете,Российская экономическая академия им. Г.В. Плеханова,212.241.02 в Саратовском государственном социально-экономическом университете,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлов Владимир Викторович, 21 апреля 2006 года, кандидат экономических наук *,Тяжов Анатолий Иванович,"Разумов Игорь Владимирович,
Волынкина Любовь Михайловна",Костромском государственном технологическом университете,Ивановский государственный энергетический университет,212.002.03 при Ярославском государственном университете имени П. Г. Демидова,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлов Глеб Анатольевич, 2004 год, кандидат исторических наук,Белоусов Игорь Викторович,"",МПГУ,"",212.154.01   МПГУ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлов Константин Константинович, 25 мая 2007 года, кандидат педагогических наук,"Болотин Александр Эдуардович,","Ендальцев Борис Васильевич,
Лутченко Николай Георгиевич,",НИЦ Военного института физической культуры,Российский государственный педагогический университет им А.И. Герцена,215.004.01 НИЦ Военного института физической культуры,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлов Леонид Михайлович, 2001 год, доктор экономических наук,,"",РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ РГГУ,"","",Королёв  Владимир  Дмитриевич,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлова Диана Олеговна, 27 ноября 2010 года, доктор медицинских наук,,"Спасов Александр Алексеевич,
Батурин Владимир Александрович, Дильман Дмитрий Александрович",Волгоградский государственный медицинский университет,Саратовский государственный медицинский университет,208.008.04 Волгоградский государственный медицинский университет,"Петров Владимир Иванович, Седова Наталья Николаевна",,,,,,,,,,,,,,,,,,,,,,,,,,,
Михайлова Евгения Исаевна, 2000 год, доктор педагогических наук,,,,,,"доктор педагогических наук,
профессор Леднев B.C.,
доктор педагогических
наук Шишов С.Е.",,"РОССИЙСКАЯ АКАДЕМИЯ ОБРАЗОВАНИЯ
ИНСТИТУТ ОБЩЕГО СРЕДНЕГО ОБРАЗОВАНИЯ",,,,,,,,,,,,,,,,,,,,,,,,,
Михайлова Наталья Валерьевна, 28.05.2003 , кандидат юридических наук,,,,,,,,,,,,,,,,,,,,,,,Галустьян Оскиан Аршакович,"Плешаков В.А., Кивич Ю.В.",Московский университет МВД России,"Московский институт экономики, политики и права",,,,,,,
Михайловский Михаил Геннадьевич, 8 ноября 2005 года, кандидат экономических наук,Курочкина Анна Александровна,"Селезнев Владимир Дмитриевич,
Максимова Татьяна Геннадьевна",Санкт-Петербургский торгово-экономический институт,Институт проблем региональной экономики РАН,227.003.02 Санкт-Петербургский торгово-экономический институт,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михальченко Дмитрий Валерьевич, 26 мая 2012 года, доктор медицинских наук,,"Лепилин Александр Викторович,
Сердюков Анатолий Гаврилович, Петрова Ирина Александровна",Волгоградский государственный медицинский университет,"Северный государственный медицинский университет, г.Архангельск",208.008.04 при Волгоградском государственном медицинском университете,"Фирсова Ирина Валерьевна, Андриянова Елена Андреевна",,,,,,,,,,,,,,,,,,,,,,,,,,,
Михальченкова Наталья Алексеевна, 5 ноября 2007 года, кандидат экономических наук,Воронцова Ольга Васильевна,"Минаков Иван Алексеевич,
Рабкин Сергей Владимирович",Тамбовский государственный технический университет,Ухтинский государственный технический университет,212.260.04 Тамбовский государственный технический университет,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михеев Алексей Александрович, 14 ноября 2007 года, кандидат экономических наук,Кожаринов Александр Владимирович,"Викулина Татьяна Дмитриевна, Лупей Николай Андреевич",Всероссийская государственная налоговая академия Министерства Финансов России,Московский институт предпринимательства и права,Д 226.003.01 Всероссийская государственная налоговая академия Министерства Финансов России,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Михеев Николай Вячеславович, 20 апреля 2000 года, кандидат психологических наук,Деркач Анатолий Алексеевич,"Герасимов Вячеслав Михайлович,
Никитин Игорь Николаевич",Дагестанский государственный педагогический университет,Институт молодежи,151.004.21 в Российской академии государственной службы при Президенте РФ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мишин Юрий Васильевич, 25 июня 2003 года, доктор экономических наук,,"Куликов Всеволод Всеволодович, Ларионов Игорь Константинович, Котляр Александр Эмильевич",,Российская экономическая академия им. Плеханова,224.002.03 при МГСУ,Щербаков Виктор Николаевич,,на кафедре «Экономическая теория» Московского государственного социального университета (МГСУ),,,,,,,,,,,,,,,,,,,,,,,,,
